ship,k,row,value
0,0,0,906
0,0,1,1162
0,0,2,1030
0,0,3,919
0,0,4,1048
0,0,5,1189
0,0,6,985
0,0,7,937
0,0,8,1173
0,0,9,1138
0,0,10,1049
0,0,11,1104
0,0,12,994
0,0,13,908
0,0,14,949
0,0,15,991
0,0,16,912
0,0,17,1075
0,0,18,1065
0,0,19,1124
0,1,0,996
0,1,1,1143
0,1,2,998
0,1,3,993
0,1,4,1155
0,1,5,997
0,1,6,978
0,1,7,1084
0,1,8,954
0,1,9,905
0,1,10,1080
0,1,11,1060
0,1,12,1012
0,1,13,1099
0,1,14,910
0,1,15,1180
0,1,16,981
0,1,17,1041
0,1,18,901
0,1,19,1057
0,2,0,1025
0,2,1,1147
0,2,2,1104
0,2,3,1153
0,2,4,971
0,2,5,1195
0,2,6,960
0,2,7,1075
0,2,8,907
0,2,9,1125
0,2,10,914
0,2,11,910
0,2,12,1051
0,2,13,1094
0,2,14,992
0,2,15,969
0,2,16,1109
0,2,17,912
0,2,18,1110
0,2,19,926
1,0,0,970
1,0,1,960
1,0,2,902
1,0,3,1115
1,0,4,1154
1,0,5,1140
1,0,6,1103
1,0,7,918
1,0,8,1018
1,0,9,919
1,0,10,1008
1,0,11,916
1,0,12,1166
1,0,13,924
1,0,14,1196
1,0,15,1091
1,0,16,955
1,0,17,918
1,0,18,1180
1,0,19,983
1,1,0,953
1,1,1,922
1,1,2,1198
1,1,3,904
1,1,4,1097
1,1,5,1015
1,1,6,905
1,1,7,960
1,1,8,1097
1,1,9,903
1,1,10,1072
1,1,11,973
1,1,12,1181
1,1,13,994
1,1,14,1107
1,1,15,1196
1,1,16,1133
1,1,17,944
1,1,18,1101
1,1,19,1169
1,2,0,1065
1,2,1,947
1,2,2,1025
1,2,3,1115
1,2,4,1088
1,2,5,956
1,2,6,1166
1,2,7,1108
1,2,8,1104
1,2,9,1104
1,2,10,1200
1,2,11,1028
1,2,12,1163
1,2,13,978
1,2,14,966
1,2,15,904
1,2,16,1199
1,2,17,913
1,2,18,1151
1,2,19,1028
2,0,0,974
2,0,1,1020
2,0,2,952
2,0,3,920
2,0,4,958
2,0,5,1143
2,0,6,1164
2,0,7,933
2,0,8,974
2,0,9,1010
2,0,10,923
2,0,11,994
2,0,12,1047
2,0,13,1002
2,0,14,1065
2,0,15,1171
2,0,16,970
2,0,17,902
2,0,18,969
2,0,19,1022
2,1,0,1137
2,1,1,934
2,1,2,928
2,1,3,1037
2,1,4,993
2,1,5,934
2,1,6,996
2,1,7,1160
2,1,8,908
2,1,9,959
2,1,10,1170
2,1,11,1060
2,1,12,1039
2,1,13,1148
2,1,14,1053
2,1,15,904
2,1,16,909
2,1,17,1137
2,1,18,1035
2,1,19,1085
2,2,0,1131
2,2,1,1195
2,2,2,1061
2,2,3,1000
2,2,4,1046
2,2,5,1057
2,2,6,998
2,2,7,1114
2,2,8,1075
2,2,9,1042
2,2,10,1172
2,2,11,1058
2,2,12,1033
2,2,13,1169
2,2,14,1172
2,2,15,1200
2,2,16,904
2,2,17,986
2,2,18,1110
2,2,19,1127
